holidayInfo,hoursDetails,info,menuInfo,one_info,address,title
연중무휴,영업시간:매일 12:00 ~ 22:00/영업시간:주중 15:00 ~ 18:00,캐주얼 프렌치 레스토랑입니다. 오너셰프인 오세득씨가 직접 조리장을 맡아 독특한 조리법으로 만들어진 요리를 맛볼 수 있습니다. 넓은 공간에서 편안한 식사를 하실 수 있으며 양갈비 스테이크가 인기메뉴입니다.,"단품메뉴:20000,런치코스:59000,디너 프리픽스:100000,디너 테이스팅:140000",양갈비 스테이크로 인기인 프랑스 식당,서울특별시 서초구 동광로 164,줄라이
정기휴무-매주(일),영업시간:매일 17:00 ~ 00:00,"작고 오래된 느낌의 실내가 정감있는 분위기를 선사하는 곱창 전문점입니다. 대창과 곱창, 수제비, 당면을 푸짐하게 넣은 얼큰한 곱창전골이 대표메뉴입니다. 누린내 없이 깔끔하게 즐길 수 있어서 좋습니다.","곱창전골:10000,볶음밥:2000,낙곱전골:10000,계란말이:5000,라면/칼국수사리/공기밥:1000",푸짐한 곱창전골이 맛있는 한식당,부산광역시 부산진구 신천대로 290,마산곱창
연중무휴,영업시간:매일 10:00 ~ 05:00,‘프로간장게장’은 국내에서 최초로 바다 꽃게를 간장게장으로 상품화하여 판매하기 시작한 곳입니다. 국내 유명인사를 포함하여 외국인 관광객들에게도 많은 사랑을 받고 있습니다. 대표 메뉴는 집안 대대로 내려오는 비법 간장을 이용하여 깊은 맛을 살린 ‘간장게장’. 자극적이지 않고 삼삼하면서도 은은하게 단맛이 돌아 부담 없이 즐기기 좋습니다.,"간장게장:78000,양념게장:82000,산낙지:30000,게알비빔밥:25000,꽃게찜:73000",은근한 감칠맛이 올라오는 간장게장,서울특별시 서초구 강남대로97길 9,프로간장게장
"연휴-설날 전일,연휴-추석 익일,연휴-설날 대체공휴일,연휴-설날 전체,연휴-추석 당일,연휴-설날 익일,연휴-추석 전일,연휴-설날 당일,연휴-추석 대체공휴일,연휴-추석 전체",영업시간:매일 11:00 ~ 22:00/휴식:주중 15:00 ~ 17:00,"손님상에 올라가는 음식은 모두 주문과 동시에 조리를 시작하는 ‘아야진생태찌개 본점’. 대표 메뉴 ‘생태찌개’는 얼큰한 국물에 생태와 두부, 무, 쑥갓을 넣고 즉석에서 끓여 먹습니다. 시원 칼칼한 국물과 입안에서 부드럽게 부서져 내리는 생태의 조화가 일품입니다. 통통한 코다리 살에 콩나물이 아삭한 식감을 더하는 ‘콩나물 코다리찜’도 인기입니다.","생태찌개:18000,콩나물코다리찜:35000,통문어:0,골뱅이:0,해물모듬:0",시원하고 얼큰한 생태찌개 맛집,서울특별시 강남구 삼성로108길 8,아야진생태찌개 본점
연중무휴,,"남대문 시장 기업은행 앞 노점에 자리한 호떡가게입니다. 하루에 1,000개의 호떡을 판매하는 곳으로 줄을 서서 기다려야 먹을 수가 있습니다. 넉넉히 들어간 잡채에 각종 야채를 버무려 기름에 구워낸 야채호떡이 인기이며 사과, 피망 등의 수제 과일 간장소스를 발라 구워 내는 것이 특징입니다.","꿀호떡:1000,야채호떡:1000",줄 서서 먹는 남대문 명물 호떡집,서울특별시 중구 남대문로 12,남대문야채호떡
정기휴무-매주(수),영업시간:주중 08:30 ~ 17:30/영업시간:주말 08:30 ~ 18:30,"경주 향교 근처에 위치한 교리김밥은 전국 3대 김밥 중 하나입니다. 두툼한 두께와 김밥 속을 반쯤 채운 잘게 썬 계란지단이 특징입니다. 40년의 전통의 김밥으로, 조미료 맛이 없고 속재료가 간단해서 소화도 잘되 가볍게 즐기기 좋습니다.","김밥:3500,잔치국수:5000",두툼하고 건강한 김밥이 맛있는 곳,경상북도 경주시 탑리3길 2,교리김밥 본점
,영업시간:매일 11:00 ~ 21:00,"1951년부터 한결같은 맛을 내고있는 냉면 맛집입니다. 이곳이 본점이고 대구 들안길 등을 비롯해 천안, 대구 등 다른 지역에도 십여 곳의 분점이 운영되고 있습니다. 물냉면 외에도 냉면을 양푼 그릇에 담은 후 주먹밥 한 덩이를 넣고 김칫국물로 말아낸 '김치마리국수'도 이 집의 별미입니다. ","물냉면:8000,비빔냉면:8000,김치말이:8000,회냉면:8500",오랜 전통의 평양식 냉면,대구광역시 중구 교동길 27-8,강산면옥
"연휴-설날 당일,정기휴무-매월 셋째주(목),연휴-추석 당일",영업시간:매일 10:30 ~ 20:00,"일반 흙집을 개조하여 만든 곳으로, 앞마당의 대추나무와 싸리나무 담장 등 옛날 시골집을 분위기입니다. 청국장과 콩비지에 우거지 볶음과 오징어 무침, 돼지 껍데기, 각종 나물 반찬을 한상 차려냅니다. 숯불에 구운 불고기를 곁들이는 손님이 많습니다. 김치를 비롯한 밑반찬과 된장, 집간장, 두부 등은 포장 판매를 하고 있습니다. 예약은 15인이상 가능합니다.","우거지 정식:7000,참숯불고기:8000",우거지 정식이 인기인 한식당,경기도 포천시 소흘읍 죽엽산로 425,욕쟁이할머니집
정기휴무-매주(월),영업시간:매일 00:00 ~ 00:00,"‘농민순대’는 저렴한 가격과 푸짐한 양으로 인근 주민들의 식사를 책임져 왔습니다. 2017년 매장 확장 이전을 하며 보다 넓고 쾌적한 공간에서 식사를 할 수 있게 되었습니다. 대표 메뉴는 잡뼈를 섞지 않고 국산 사골과 돼지머리 뼈를 푹 고아 만든 육수로 맛을 낸 ‘국밥’. 진한 사골국물에 머리 고기, 허파, 순대, 간 등의 내장과 밥을 토렴한 뒤 양념장을 올려 제공합니다. 짙은 풍미가 입맛을 자극하는 국밥은 기호에 따라 들깻가루와 파무침을 넣어 즐기면 됩니다. 토렴 과정을 거쳐 밥알 사이사이 국물이 스며들어 간이 고루 배어있는 밥과 푸짐하게 들어있는 내장이 속을 든든하게 채워줍니다.","국밥:5000,국수:3000,순대:8000,내장전골/볶음:6000,막창구이:6000",넉넉한 인심이 느껴지는 국밥 한 그릇,대전광역시 중구 충무로 138,농민순대
"연휴-추석 당일,연휴-설날 당일",영업시간:매일 07:00 ~ 21:00,강화에서 가장 오래되었다고 알려진 식당. 강화도 특산 음식인 순무김치과 꽁치조림 등 10가지 이상의 반찬이 나오는 한식백반으로 유명하지요. 그 외에 병어찌개나 석회 등도 맛볼 수 있습니다.,"한식백반:5000,대구찌개:5000,병어찌개:20000,간장게장:15000,불고기:10000",강화에서 가장 오래된 한식 백반집,인천광역시 강화군 강화읍 신문리 184-1,우리옥
"연휴-추석 당일,연휴-설날 당일",영업시간:매일 10:00 ~ 21:00/저녁 LO:매일 20:00 ~ :,국내산 민물장어를 강화도 갯벌에서 70일 이상 풀어서 키운 강화갯벌장어 숯불구이를 맛볼 수 있는 곳입니다. 취향에 따라서 고추장 베이스 특제 소스에 담가서 양념구이로 먹을 수도 있습니다. 장어를 드신후에 제공되는 장어죽도 별미입니다.,"민물장어 :40000,갯벌장어:50000",힘 좋은 장어 숯불구이 맛집,인천광역시 강화군 선원면 더리미길 2,일미산장숯불장어
연중무휴,영업시간:매일 10:00 ~ 22:00,"메기, 붕어, 빠가사리 등 민물고기 매운탕을 전문으로 하는 한식당입니다. 가장 인기 있는 것은 메기 매운탕인데요. 어떤 매운탕이든지 수제비와 라면 사리는 무료로 무제한 제공됩니다. 시래기를 넣어 끓이는 붕어찜도 별미로 인기입니다. 예약은 단체만 가능합니다.","메기매운탕 (소, 중, 대):35000,메기+빠가사리매운탕 (소, 중, 대):40000,메기+참게매운탕 (소, 중, 대):40000,빠가사리 매운탕 (소, 중, 대):40000,메기+빠가+참게매운탕 (소,중,대):40000",싱싱한 민물고기 매운탕 전문 맛집,인천광역시 계양구 벌말로565번길 5,벌말매운탕
정기휴무-매주(월),영업시간:매일 11:30 ~ 22:00/휴식:매일 15:00 ~ 17:00,나폴리 현지의 맛을 그대로 옮겨놓은 화덕피자 전문점입니다. 화덕에서 직접 굽는 조리과정을 볼 수 있는 것이 특징입니다. 쫀득한 도우와 간소한 토핑이 잘 어우러져 이탈리아이의 진정한 맛을 선사합니다.,"마리나라:9800,마르게리타:12000,루꼴라:16200",바삭한 화덕피자와 파스타가 맛있는 곳,대전광역시 유성구 농대로 15,누오보나폴리
"연휴-설날 전일,연휴-추석 익일,연휴-설날 대체공휴일,연휴-설날 전체,연휴-추석 당일,연휴-설날 익일,연휴-추석 전일,연휴-설날 당일,연휴-추석 대체공휴일,연휴-추석 전체",영업시간:매일 16:00 ~ 05:00,생생정보통 대결맞수 회기역 맛집 이모네파전은 회기역 근처의 파전 골목에서 가장 끝에 있습니다. 파전 골목에 파전 집이 많은데 그 중에 줄을 가장 길게 서는 곳입니다.  세트 메뉴가 풍성한 편인데 A세트부터 I세트까지 9가지 세트가 있습니다.  가격은 가장 싼 파전+도토리묵+떡볶이+옥수수콩이 15000원. 가장 비싼 세트는 파전+생선구이 +닭도리탕이 포함된 메뉴로 27000원입니다. 어느 세트나 떡볶이와 옥수수 콘은 모두 포함됩니다. 회기역 맛집 이모네파전의 메인인 파전은 두툼한 게 양부터 아주 많습니다. ,"해물파전:10000,김치전:10000,꼬치:11000,모듬전:15000,고갈비:8000",비가 오면 생각나는 바삭한 파전,서울특별시 동대문구 회기로28길 12-3,이모네왕파전
"연휴-설날 전일,연휴-추석 익일,연휴-설날 대체공휴일,연휴-설날 전체,연휴-추석 당일,연휴-설날 익일,연휴-추석 전일,연휴-설날 당일,연휴-추석 대체공휴일,연휴-추석 전체",영업시간:매일 11:30 ~ 21:30,좋은 재료만 사용하는 갈비 전문점입니다. 공기밥을 주문하면 함께 나오는 된장찌개는 직접 담근 된장에 한우 갈비를 넣어 끓여 손님들에게 인기입니다. 예약은 4인 이상부터 가능합니다. ,"한우특생갈비:40000,한우생갈비:29000,한우양념갈비:29000,한우안창살:33000,한우불고기:16000,한우갈비뼈탕:9000,한우육개장:9000",품질 좋은 고기로 유명한 한우구이,대구광역시 중구 국채보상로 492,국일생갈비
연중무휴,영업시간:매일 07:00 ~ 22:00,"광주 서구 풍암동에 위치한 '베비에르과자점'입니다. 10여 년간 운영하고 있는 제과점으로 당일 생산, 당일 판매하는 신선한 빵을 맛볼 수 있는 곳입니다. 천연 발효종 요거트 발효종을 사용하여 마음 놓고 먹을 수 있는 건강한 빵입니다. 하루 3~4번 이상 200여 가지의 빵을 구워내어 다양한 종류의 빵을 맛볼 수 있는 곳입니다. 김탁구빵이 대표 메뉴입니다. ","김탁구빵:2000,올리브치아바타 :2500,당근크림치즈케이크:3800,에멘탈치즈빵:3100,엘리게이터:4100",광주 시민들의 친구 같은 빵집,광주광역시 서구 풍암중앙로 37,베비에르과자점
정기휴무-매주(월),영업시간:매일 09:00 ~ 15:00,"대구탕과 알곤탕으로 유명한 한식당입니다. 다양한 TV 맛집 프로그램에 소개된 적이 있을만큼 유명한 곳입니다. 얼큰하게 끓인 탕류가 주 메뉴이며 그 외에 아구찜, 뽈찜도 이 집의 인기 있는 메뉴입니다.","섞어탕1(알 곤 대구):9000,섞어탕2(알 대구):9000",오랜 전통의 시원한 대구탕,대구광역시 남구 봉덕로1길 52-1,청학식당
연중무휴,영업시간:매일 12:00 ~ 20:00,"옹기 항아리 벽에 반죽을 구워내는 중국식 만두의 일종인 '옹기병(餠)' 전문점입니다. 고기소를 넣어 굽는 맛이 가장 인기가 많은데, 높은 온도에서 순식간에 굽기 때문에 육즙과 풍미가 빠지지 않고 꽉 찬 것이 특징입니다.","고기(검정깨):2000,고구마(흰깨+검정깨):2000,단호박(흰깨):2000",중국식 화덕 만두로 유명한 곳,인천광역시 중구 차이나타운로 50-2,십리향
"정기휴무-매월 넷째주(월),연휴-추석 전일,연휴-설날 당일,연휴-추석 대체공휴일,정기휴무-매월 둘째주(월),연휴-추석 전체,연휴-설날 전일,연휴-추석 익일,연휴-설날 대체공휴일,연휴-설날 전체,연휴-추석 당일,연휴-설날 익일",영업시간:매일 12:00 ~ 21:30,"50년이 넘은 대신동의 곱창 전문점인 '옛날오막집'. 양, 곱창, 대창, 갈비 등 다양한 메뉴가 준비되어 있는데 소금으로 양념된 '백특양'만 제외하고 모두 양념이 되어 나오는 것이 특징입니다. 이 집만의 비법 양념은 곱창의 누린내를 완벽하게 제거하여 더욱 깔끔합니다.","특양 (150g):32000,대창 (150g):30000,밥창 (150g):30000,곱창 (150g):30000,양 (150g):30000",질기지 않고 고소한 맛의 양곱창,부산광역시 서구 구덕로274번길 14,옛날오막집
정기휴무-매주(일),영업시간:매일 17:00 ~ 23:30,MBC 생방송 전국시대에 소개된 매운 등갈비 전문점입니다. 돼지 등갈비 냄새를 없애기 위해 비법 재료를 더해 초벌구이를 하여 내놓는 것이 특징입니다. 야들야들한 육질과 맛깔나는 양념으로 인기가 많습니다.,"매운 양푼갈비찜:25000,등갈비 석쇠구이(3인분기본):10000",초벌구이를 해서 내오는 등갈비 맛집,대전광역시 동구 동대전로 287,박가네
,영업시간:매일 16:00 ~ 01:00,부산 사상에서 알아주는 돼지 구이 맛집입니다. 저렴한 가격으로 푸짐한 안주를 즐길 수 있으며 부담없이 술 한 잔 마시기 좋은 곳입니다. 통삼겹살과 메추리 소금구이가 대표 메뉴입니다. 예약은 7명 이상 단체만 가능하니 방문 시 참고 바랍니다.,통삼겹살:10000,푸짐한 양의 돼지고기 구이 전문점,부산광역시 사상구 사상로233번길 34,사상꼬리집
연중무휴,런치:매일 11:30 ~ 15:00/디너:매일 17:30 ~ 22:00,"한강과 서울 도심이 한눈에 내려다 보이는 유럽 정원풍 분위기의 가든 레스토랑입니다. 와인과 위스키를 즐길 수 있는 바로 구성되있으며 런치, 디너, 와인바 이용시간이 각각 상이하니 확인 후 방문할 것을 추천합니다. 로맨틱한 분위기로 특별한날에 방문하면 좋은 곳입니다.","런치A:75000,런치B:63000,Olivia:98700,Lucir:125000,Salad Bar:49000",전망이 아름다운 유럽풍의 다이닝바,서울특별시 영등포구 63로 50,워킹온더클라우드
"연휴-설날 당일,연휴-설날 전일,연휴-추석 당일,연휴-추석 전일",영업시간:매일 11:30 ~ 22:50/저녁 LO:매일 21:50 ~ :,"20년동안 계양구 효성동에서 맛집으로 인정받았던 닭갈비 집 입니다. 춘천 스타일의 국물이 많은 물닭갈비를 판매하고 있습니다. 전골 냄비에 닭과 야채, 밀떡을 양념에 잘 졸여먹으면 밥반찬이나 안주로도 그만입니다. 음료가 무료로 제공되므로 가족단위 식사에도 추천할 만 합니다.","닭갈비 특대(5인):41000,닭갈비 대(4인):35000,닭갈비 중(3인):29000,닭갈비 소(2인):23000,어린이 돈가스:5500",시원 칼칼한 국물의 닭갈비 전문점,인천광역시 계양구 오조산로57번길 7,성원닭갈비
,영업시간:매일 11:00 ~ 21:00,정오에는 이미 손님들로 북적여 대기표를 뽑고 기다려야 하며 해물짬뽕의 얼큰하고 시원한 맛은 해장용에 제격입니다. 모든 메뉴는 밥으로 대체하거나 곱배기가 가능합니다. 짬뽕전문점이지만 오동통한 칠리새우와 쫄깃한 찹쌀탕수육도 못지 않게 잘 나갑니다.,"갈마짬뽕:8000,갈마불짬뽕:9000,짜장:6000,게살볶음밥:8000",줄을 서서 먹는 해물짬뽕 전문점,대전광역시 서구 월평동로 5-11,갈마짬뽕
연중무휴,영업시간:매일 10:30 ~ 21:00,"만인산자연휴양림 내 만인산휴게소에 위치한 20년 전통의 대전 대표 호떡 전문점입니다. 호떡, 가래떡, 어묵 등을 판매합니다. 1994년 시작한 곳으로 2009년 상표등록을 하고 봉이호떡을 브랜드화시켰습니다. 호떡은 밀가루 반죽믹서를 사용하지 않고 찹쌀에 중력밀가루. 옥수수전분 등을 섞어 반죽을 한 후 24시간 숙성을 시켜 만들며 고명에는 견과류가 들어가는 것이 특징입니다. 맥반석에 구운 가래떡도 인기메뉴입니다.","봉이호떡:1200,가래떡:1000,어묵:3000",오랜 전통의 달콤한 호떡 전문점,대전광역시 동구 산내로 111,봉이호떡
연중무휴,영업시간:매일 09:00 ~ 20:30,"인제군 현리 맛집으로 유명한 식당입니다. 쏘가리매운탕, 추어탕, 메기매운탕 등의 메뉴가 준비되어 있습니다. 채소와 생선이 듬뿍 들어가있으며 깔끔한 국물이 일품입니다. 취향에 맞게 사리를 추가하여 맛볼 수 있습니다. ","쏘가리매운탕 대:120000,추어탕:8000,메기매운탕:25000",깔끔한 국물이 일품인 매운탕 맛집,강원도 인제군 기린면 한석산로 3150,이교매운탕
,영업시간:주중 10:30 ~ 20:00,"짜장면, 짬뽕, 탕수육 등 다양한 종류의 중화요리를 즐길 수 있는 중식당이다. 저렴한 가격대로 품질 높은 쫄깃한 면발이 일품인 짜장면과 얼큰한 짬뽕 등을 즐길 수 있다. ",,중화요리전문점,충청남도 계룡시 엄사면 양정향한길 16-5,신도반점
연중무휴,영업시간:주중 11:00 ~ 22:30,"한우, 소고기, 흑돼지까지 3개의 테마로 운영되고 있는 제주 최대 규모의 한우맛집입니다. 크고 깔끔한 분위기때문에 단체,외국인 관광객들에게 인기가 좋은데요, 육회와 소 생갈비가 인기가 많습니다.",한우 양념갈비:22000, 3가지 테마의 고기집,제주특별자치도 제주시 고사마루길 6,제주늘봄
"정기휴무-매주(월,화)",영업시간:매일 11:00 ~ 20:00,"부산 가락타운3단지후문 부근에 위치한 '이조김밥'입니다. 매일 신선한 재료로 김밥을 만들어 제공하는 식당입니다. 대표메뉴로 이조김밥이 있으며 그 밖에 야채김밥, 소고기김밥, 땡초참치 등이 있습니다. ","이조김밥:3000,야채김밥:3000,참치김밥:3500,소고기김밥:3500,땡초참치:4000,땡초소고기김밥:4000,라면:4000,떡볶이:7000,육개장:7000,떡국:7000,떡만둣국:7500,돈까스:7000,비빔밥:7000,육개장:7500",부산 합리적인 가격의 김밥 맛집,부산광역시 사하구 동매로 16,이조김밥
정기휴무-매주(일),,"이곳은 강원도 토속 음식점인 강영월감자옹심이의 창업자인 박성배 씨가 직접 운영하는 곳으로, 강원도 토속음식을 현대식으로 재해석하여 코스 요리로 선보이고 있다고 합니다. 꽃과 나무들이 어우러진 식당 앞 정원이 자연의 정취를 느끼게 해주는 곳이기도 합니다. 토요일 11:00~21:30","영월정식:9900,동강정식:13900,어린이메뉴_한돈까스 세트:7800,어린이메뉴_궁중떡갈비볶음밥 세트:6800",예약제로만 운영되는 한정식집 ,인천광역시 남동구 수산동 180-3,산너머남촌 인천본점
연중무휴,영업시간:주중 12:00 ~ 22:00,"가수 최진희씨가 운영하는 퓨전한식집 사랑의미로 입니다. 활어회와 등갈비, 대구홍초 등 10여가지 음식으로 구성된 사랑정식이 인기입니다.","첫사랑 1인분:13000,어머니밥상 1인분:14900,사랑의 미로 1인분:18000,카페에서 1인분:23000,물보라 1인분:27000",가수 최진희씨가 운영하는 퓨전한정식,경기도 의왕시 학현로 170-23,최진희의 사랑의미로 퓨전한식
정기휴무-매주(월),영업시간:주중 12:00 ~ 21:00,"다국적 요리의 콘셉트에 따라 인테리어를 다르게 하여 개성적인 분위기를 느낄 수 있는 곳이지요. 직접 맷돌을 돌려 갈아 먹는 콩국은 만들어 먹는 재미가 있는 인기 메뉴라고 합니다. 수족관에서 직접 생선을 꺼내 썰어주는 회 메뉴, 스테이크와 탕수육, 즉석 삼겹살구이와 갈비찜도 많이 찾는 요리지요. 많이 기다라시지 않으려면 예약은 필수입니다.","평일런치:11000,평일디너:16500,주말:22000,금요일 점심:15000,금요일 저녁:19800",한식 밑반찬이 푸짐해 유명한 뷔페 ,경상남도 진주시 강남동 219 2층,삼성패밀리뷔페 
,,"질과 맛이 남다른 원육을 자랑하는 송도이동갈비와 하늘과 땅 아래 최고의 갈비맛을 추구하는 천지연  두 개의 브랜드를 동시에 만나볼 수 있는 이 곳은, 송도이동갈비 천지연 분당 판교브릿지타워점입니다. 특제양념으로 잰 질 좋고 남다른 맛을 자랑하는 갈비는 많은 양을 추구하는 갈비가 아닌  품질로 인정받고 있는 갈비로 현대적인 감각과 지혜로운 전통의 우아한 실내공간은 덤으로 드립니다.","[점심] 한돈양념구이쌈밥정식:15900,[점심] 이동숯불갈비쌈밥정식2대:19800",질과 맛이 남다른 이동갈비,경기도 성남시 분당구 판교로227번길 6,송도이동갈비 천지연 판교브릿지타워점
"연휴-설날 전일,연휴-추석 익일,연휴-설날 대체공휴일,연휴-설날 전체,연휴-추석 당일,연휴-설날 익일,연휴-추석 전일,연휴-설날 당일,연휴-추석 대체공휴일,연휴-추석 전체",영업시간:주중 11:00 ~ 22:00,두툼한 제주산 흑돼지를 맛볼 수 있는곳으로 맛이 좋아 찾는사람이 많은편이다. 진한 국물 맛이 일품인 한우 국밥은 양이 넉넉하고 국물이 진해 인기가 많다. 항아리에 양념을 푹 재어 만든 양념갈비도 맛이 좋다,"한우국밥:7000,흑두부전골:20000,항아리양념갈비 300g:14000,항아리매운양념갈비 300g:15000,한우육회 120g:15000",두툼한 제주산 흑돼지 전문점,제주특별자치도 제주시 구남동5길 42,태백산 3호점
연중무휴,영업시간:주중 07:30 ~ 22:00/영업시간:주말 09:00 ~ 22:00,"클래식한 느낌을 주는 은은한 조명이 빛나는 곳입니다. 유럽풍 인테리어의 실내 공간이 특히 아름답습니다. 인기 메뉴는 파니니, 리코타 치즈샐러드, 스프 등이 있으며 이 집의 대표 음료인 청포도 주스도 많이 사랑받고 있습니다.","리코타치즈샐러드:13900,모짜렐라토마토파니니:9800,청포도주스:5200,마마스스프:7400",리코타 치즈 샐러드와 파니니 맛집,서울특별시 서초구 서운로 138,카페마마스 강남역점
연중무휴,영업시간:주중 11:00 ~ 21:00,"생선모듬찜은 갈치, 조기, 명태 등의 싱싱한 생선과 감자를 매콤한 양념으로 버무려 나옵니다. 아구찜, 가오리찜, 해물찜 등 다양한 생선찜 요리를 맛볼 수 있습니다. ","생선모듬찜류:23000,해물찜류:25000",생선모듬찜이 인기메뉴인 한식당,강원도 삼척시 남양동 7-6,삼척해물 
,영업시간:매일 11:30 ~ 22:30,"양념 소갈비가 맛있는 외식의 명가, 외식1번가입니다. 모임하기도 좋고 가성비도 뛰어나서 많은 손님들이 찾고 있습니다. 질 좋은 고기에 맛깔나게 양념한 양념 갈비는 어린아이부터 어른까지 모두의 입맛을 충족시켜주고 있습니다.","갈비살 양념구이 250g:21000,양념갈비(300g):24000,즉석양념갈비살(180g):22000,生진갈비살(150g):25000,生갈비살 소금구이(180g):22000",신선한 수입육들을 맛볼 수 있는 곳,부산광역시 연제구 월드컵대로 201,외식1번가 연제점
,영업시간:주중 17:00 ~ 02:00,가끔 매운 음식이 생각날 때 들리는 신신불닭발. 제주시 제원사거리 먹자골목에 위치해서 새벽에도 자리가 없을 정도. 서울에선 찾아보기 힘든 불닭집이 제주에선 아직 인기가 많다. 많은 불닭집 중에서도 인기가 많은 신신불닭발. 미리 만들어 뒀던 동글동글 김가루밥까지 세팅. 매운 불닭 하나 먹고 김가루 주먹밥 하나 먹고. 매운맛도 중화되고 불닭을 더 맛있게 먹을 수 있는 방법 중 하나.ㅎ 혀가 마비될 정도로 화끈하게 맵지만 자꾸만 손이 가는 불닭.,매운닭발:13000,맵지만 자꾸만 손이 가는 불닭.,제주특별자치도 제주시 신대로16길 42,신제주신신불닭발
연중무휴,영업시간:주중 11:30 ~ 22:00,일식에 한식을 더한 한정식입니다. 최고의 일식전문가들이 만들어낸 작품을 맛보실수 있습니다.,"사시미정식:38000,초밥:20000",일식에 한식을 더한 삿뽀로 한정식,경상북도 구미시 송선로 514,삿뽀로 구미점
연중무휴,영업시간:주중 11:00 ~ 21:00,"주꾸미, 홍합, 새우 등 해물이 그릇 위에 듬뿍 올려져서 나오는 것이 이 곳 짬뽕의 특징","짬뽕:7000,탕수육:20000,홍합해물 짬뽕:8000",해물탕st 짬뽕이 인기있는 중식당,충청북도 청주시 청원구 율량로 30,율량반점
,,간판 없이 주소지로 불리는 와인 바 ‘청담동 6-3’. 높은 천정과 절제된 조명이 로맨틱한 분위기를 더하는 곳이다. 성게 알을 곁들인 감자 등 파인다이닝 레스토랑 출신 셰프가 선보이는 독창적인 요리를 맛볼 수 있다. 내추럴 와인 중심의 와인 리스트는 변동될 수 있으며 11월 중순까지 가오픈 기간으로 운영되니 참고할 것.,"소프트쉘 크랩튀김:26000,한우 카르파치오:32000,푸아그라:42000,부라타치즈:26000,라디치오 샐러드:18000,모시조개:18000,라다치오 샐러드:19000,보리리조또:32000",프랑스 감성 속 와인 앤 다이닝,서울특별시 강남구 삼성로149길 8,청담동 6 - 3
연중무휴,영업시간:주중 11:30 ~ 21:30,세련된 분위기에서 여러 요리를 즐기는 씨푸드 뷔페,"평일점심:15900,평일저녁:19900,주말/공휴일:23900",세련된 분위기의 씨푸드 뷔페,강원도 원주시 시청로 3,뷔페디누보
정기휴무-매주(월),영업시간:주중 12:00 ~ 22:00/영업시간:주말 11:00 ~ 22:00,경기 광명에 위치한 캠핑장 분위기의 바베큐 맛집. 캠핑 장비 없이 캠핑 온 기분으로 맛있는 꽃등심을 즐길 수 있다. ,"꽃등심:18000,이베리코:10000,갈비살:21000,삼겹살:6900,목살:6900,꽃등심:0,이베리코:0,갈비살:0,삼겹살:0,목살:0,공기밥:1000,된장찌개:3000,김치찌개:4000,물/비빔냉면:5000",캠핑 분위기의 바베큐 맛집,경기도 광명시 가학로 177,금천한우타운
,영업시간:매일 07:00 ~ 00:00,"동작대교에 위치한 '이마트24 동작구름카페'는 이마트24에서 운영하는 곳으로, 편의점과 결합된 이색적인 카페이다. 창문이 통유리로 되어 있어 아름다운 한강 뷰를 감상할 수 있고 야외 루프탑 공간도 마련되어 있다. 편의점 군것질은 물론 간단한 스낵류와 와인, 병맥주, 커피 등도 저렴한 가격에 판매하고 있으며, 셀프 계산대에서 직접 계산이 가능하다. 별마루 한강라운지에서 책을 빌려 읽거나 구매도 가능하다고 하니 참고할 것.","아메리카노:2000,카페라떼:3000,데블스도어 페일에일:8000,쟌슨빌 핫도그:3000,순살치킨 후라이드:15000",동작대교에 위치한 전망 좋은 카페,서울특별시 서초구 동작대로 350,이마트24 동작구름카페
"연휴-추석 당일,연휴-설날 당일",영업시간:매일 11:30 ~ 22:00,"독립된별실과 층별로 좌식,입식으로 구성되어있어 손님접대, 가족모임,상견례로 유명한 곳입니다. 어린이메뉴도 준비되어있으며 가격대별 코스요리가 다양하게 준비되어 있습니다. ","점심특선:15000,즐거운 상차림:28000,행복한 상차림:35000", 상견례 장소로 인기있는 한정식집,서울특별시 관악구 봉천로12길 17,바달비
,영업시간:주중 11:00 ~ 22:00,양푼이 갈비찜은 많이 맵지않은 양념이 매우 독특하고 맛깔스럽습니다.,양푼이갈비찜:12000,갈비찜이 맛있는 곳,대구광역시 동구 율하동로24길 60-1,대구가든
,,"강원도 철원에 위치한 도사왕족발식당은 주로 배달이 많은편이고 야식으로 유명하다.가격대는 많은 족발집과 비슷하며, 양이 많고 서비스가좋아서 인기가 좋은식당이다.",,철원의 야식족발맛집 도사왕족발,강원도 철원군 갈말읍 명성로 144,도사왕족발
정기휴무-매주(일),영업시간:주중 11:00 ~ 21:00,"이곳은 해물찜에 등뼈가 들어가는 등뼈 해물찜이 인기인 곳입니다. 담백한 등뼈가 푸짐하게 들어가있으며, 각종 해물을 곁들여 색다른 맛을 느끼실 수 있습니다.","모듬별난찜:29000,볶음밥:2000",등뼈와 해물찜의 독특한 만남,충청북도 충주시 단월동 127,별난찜
정기휴무-매주(월),영업시간:주말 12:00 ~ 00:30,통닭으로 유명한 용성통닭의 만석공원직영점. 닭모래집과 닭발이 서비스로 제공된다. 프라이드치킨이 인기 메뉴. 배달은 불가하고 포장은 가능하다. ,"프라이드치킨:14000,후라이드치킨:15000,가마솥통닭:15000,반반치킨:16000,양념치킨:16000",프라이드치킨이 인기,경기도 수원시 장안구 송죽동 272-75,용성통닭 만석공원직영점
